trial,seed,operator_a,operator_b,kendall_tau,jaccard_top_k
18,60,geometric@0.50,linear@0.90,-0.08287977375680915,0.2345679012345679
18,60,geometric@0.90,linear@0.90,0.24988237416091733,0.3793103448275862
18,60,min,linear@0.90,-0.11641787701081081,0.1834319526627219
18,60,geometric@0.50,geometric@0.10,0.05613026819923372,0.3793103448275862
18,60,geometric@0.90,geometric@0.10,-0.24662607494821417,0.11731843575418995
18,60,min,geometric@0.10,0.012484289903644741,0.2903225806451613
18,60,geometric@0.90,geometric@0.50,0.18269903106582758,0.4084507042253521
18,60,min,geometric@0.50,0.5366946778711483,0.6666666666666666
18,60,min,geometric@0.90,0.0911467410247473,0.3157894736842105
19,61,linear@0.50,linear@0.10,-0.007274444969296173,0.3698630136986301
19,61,linear@0.90,linear@0.10,-0.3438388895209922,0.06382978723404255
19,61,geometric@0.10,linear@0.10,0.7703296703296703,0.9047619047619048
19,61,geometric@0.50,linear@0.10,-0.07078299776286354,0.3333333333333333
19,61,geometric@0.90,linear@0.10,-0.35381750465549344,0.1111111111111111
19,61,min,linear@0.10,-0.11671405057608858,0.21951219512195122
19,61,linear@0.90,linear@0.50,-0.08275016232595052,0.19760479041916168
19,61,geometric@0.10,linear@0.50,0.08877233877233877,0.3888888888888889
19,61,geometric@0.50,linear@0.50,0.8239891267414204,0.8348623853211009
19,61,geometric@0.90,linear@0.50,0.08020784128483703,0.3698630136986301
19,61,min,linear@0.50,0.3645796064400715,0.5384615384615384
19,61,geometric@0.10,linear@0.90,-0.3641404916911405,0.06382978723404255
19,61,geometric@0.50,linear@0.90,-0.1676968498059249,0.1695906432748538
19,61,geometric@0.90,linear@0.90,0.2752531873311636,0.3793103448275862
19,61,min,linear@0.90,-0.20859059490624843,0.12359550561797752
19,61,geometric@0.50,geometric@0.10,0.019305019305019305,0.35135135135135137
19,61,geometric@0.90,geometric@0.10,-0.305276225946617,0.1111111111111111
19,61,min,geometric@0.10,-0.03811057434245841,0.2345679012345679
19,61,geometric@0.90,geometric@0.50,0.054416832940322866,0.3422818791946309
19,61,min,geometric@0.50,0.4607490337198454,0.6260162601626016
19,61,min,geometric@0.90,-0.03507030603804798,0.28205128205128205
20,62,linear@0.50,linear@0.10,0.04026475455046884,0.35135135135135137
20,62,linear@0.90,linear@0.10,-0.2882750153468386,0.10497237569060773
20,62,geometric@0.10,linear@0.10,0.8050784167289021,0.9230769230769231
20,62,geometric@0.50,linear@0.10,0.015480984340044742,0.3333333333333333
20,62,geometric@0.90,linear@0.10,-0.24441350504698925,0.17647058823529413
20,62,min,linear@0.10,-0.03426590341046521,0.26582278481012656
20,62,linear@0.90,linear@0.50,-0.02264636824964023,0.22699386503067484
20,62,geometric@0.10,linear@0.50,0.12101787101787102,0.3888888888888889
20,62,geometric@0.50,linear@0.50,0.9065588499550765,0.8867924528301887
20,62,geometric@0.90,linear@0.50,0.23250322026620865,0.45985401459854014
20,62,min,linear@0.50,0.5401707085760736,0.639344262295082
20,62,geometric@0.10,linear@0.90,-0.3245947712265828,0.1111111111111111
20,62,geometric@0.50,linear@0.90,-0.11136621070303161,0.20481927710843373
20,62,geometric@0.90,linear@0.90,0.2390390638368534,0.3698630136986301
20,62,min,linear@0.90,-0.10462987468192596,0.15606936416184972
20,62,geometric@0.50,geometric@0.10,0.09418989135569202,0.3698630136986301
20,62,geometric@0.90,geometric@0.10,-0.1993156544054748,0.19047619047619047
20,62,min,geometric@0.10,0.03930056871233341,0.2987012987012987
20,62,geometric@0.90,geometric@0.50,0.201334584506308,0.43884892086330934
20,62,min,geometric@0.50,0.5969868173258005,0.6949152542372882
20,62,min,geometric@0.90,0.16179938327589333,0.3422818791946309
21,63,linear@0.50,linear@0.10,0.002786402356500279,0.2578616352201258
21,63,linear@0.90,linear@0.10,-0.26330715532286214,0.041666666666666664
21,63,geometric@0.10,linear@0.10,0.7761467889908256,0.8181818181818182
21,63,geometric@0.50,linear@0.10,-0.028262081044502826,0.2578616352201258
21,63,geometric@0.90,linear@0.10,-0.30859304629796436,0.09289617486338798
21,63,min,linear@0.10,-0.08996293128029656,0.19047619047619047
21,63,linear@0.90,linear@0.50,-0.07891296869625045,0.1695906432748538
21,63,geometric@0.10,linear@0.50,0.07072847682119206,0.32450331125827814
21,63,geometric@0.50,linear@0.50,0.8838685586258402,0.9230769230769231
21,63,geometric@0.90,linear@0.50,0.05249042145593869,0.3793103448275862
21,63,min,linear@0.50,0.45301879248300675,0.6260162601626016
21,63,geometric@0.10,linear@0.90,-0.3360659534305229,0.04712041884816754
21,63,geometric@0.50,linear@0.90,-0.1653167946053762,0.14942528735632185
21,63,geometric@0.90,linear@0.90,0.24984251966800253,0.3333333333333333
21,63,min,linear@0.90,-0.16576243731441492,0.0989010989010989
21,63,geometric@0.50,geometric@0.10,0.037880794701986756,0.32450331125827814
21,63,geometric@0.90,geometric@0.10,-0.3025168815224064,0.10497237569060773
21,63,min,geometric@0.10,-0.027830188679245284,0.25
21,63,geometric@0.90,geometric@0.50,0.027208416470161433,0.3422818791946309
21,63,min,geometric@0.50,0.5285571855860989,0.680672268907563
21,63,min,geometric@0.90,-0.013613565798901361,0.2578616352201258
22,64,linear@0.50,linear@0.10,-0.04612804025719877,0.36054421768707484
22,64,linear@0.90,linear@0.10,-0.27714421477785706,0.08695652173913043
22,64,geometric@0.10,linear@0.10,0.7560312606184166,0.8348623853211009
22,64,geometric@0.50,linear@0.10,-0.0648309515510631,0.3157894736842105
22,64,geometric@0.90,linear@0.10,-0.30077922077922076,0.13636363636363635
22,64,min,linear@0.10,-0.06445504809512989,0.22699386503067484
22,64,linear@0.90,linear@0.50,0.0624223602484472,0.2422360248447205
22,64,geometric@0.10,linear@0.50,0.030434354378016348,0.3986013986013986
22,64,geometric@0.50,linear@0.50,0.8628107917474873,0.8691588785046729
22,64,geometric@0.90,linear@0.50,0.25837479270315095,0.48148148148148145
22,64,min,linear@0.50,0.46920634920634924,0.5873015873015873
22,64,geometric@0.10,linear@0.90,-0.34227872409707194,0.08695652173913043
22,64,geometric@0.50,linear@0.90,-0.059321259244347384,0.22699386503067484
22,64,geometric@0.90,linear@0.90,0.24160878261768484,0.32450331125827814
22,64,min,linear@0.90,-0.10280269089337506,0.1834319526627219
22,64,geometric@0.50,geometric@0.10,0.003861003861003861,0.35135135135135137
22,64,geometric@0.90,geometric@0.10,-0.2742200328407225,0.14285714285714285
22,64,min,geometric@0.10,-0.005333970225300534,0.2578616352201258
22,64,geometric@0.90,geometric@0.50,0.23038940635170013,0.4925373134328358
22,64,min,geometric@0.50,0.5526610644257702,0.6666666666666666
22,64,min,geometric@0.90,0.130503299517384,0.3986013986013986
23,65,linear@0.50,linear@0.10,0.07222066908955363,0.36054421768707484
23,65,linear@0.90,linear@0.10,-0.2783596775217419,0.12359550561797752
23,65,geometric@0.10,linear@0.10,0.7460765297125728,0.8691588785046729
23,65,geometric@0.50,linear@0.10,0.05942371280113368,0.3698630136986301
23,65,geometric@0.90,linear@0.10,-0.2645338837289302,0.1695906432748538
23,65,min,linear@0.10,0.04565121412803532,0.32450331125827814
23,65,linear@0.90,linear@0.50,0.01333333333333333,0.3333333333333333
23,65,geometric@0.10,linear@0.50,0.17164750957854405,0.3793103448275862
23,65,geometric@0.50,linear@0.50,0.9007326007326006,0.9047619047619048
23,65,geometric@0.90,linear@0.50,0.20939960629921264,0.5625
23,65,min,linear@0.50,0.5579354838709677,0.6
23,65,geometric@0.10,linear@0.90,-0.26919786300475035,0.12359550561797752
23,65,geometric@0.50,linear@0.90,-0.04577047060314652,0.2987012987012987
23,65,geometric@0.90,linear@0.90,0.4217300794776289,0.4925373134328358
23,65,min,linear@0.90,-0.077898666355072,0.19047619047619047
23,65,geometric@0.50,geometric@0.10,0.15656565656565655,0.3888888888888889
23,65,geometric@0.90,geometric@0.10,-0.20904977375565612,0.17647058823529413
23,65,min,geometric@0.10,0.13205151460185016,0.3422818791946309
23,65,geometric@0.90,geometric@0.50,0.17950497339810315,0.5151515151515151
23,65,min,geometric@0.50,0.6228650137741046,0.6528925619834711
23,65,min,geometric@0.90,0.10075381503952933,0.35135135135135137
24,66,linear@0.50,linear@0.10,0.12004110996916752,0.42857142857142855
24,66,linear@0.90,linear@0.10,-0.28953919009167634,0.0989010989010989
24,66,geometric@0.10,linear@0.10,0.7681318681318681,0.9047619047619048
24,66,geometric@0.50,linear@0.10,0.08141044850664268,0.4084507042253521
24,66,geometric@0.90,linear@0.10,-0.255203877958369,0.19047619047619047
24,66,min,linear@0.10,0.03770419426048565,0.32450331125827814
24,66,linear@0.90,linear@0.50,-0.03493788819875776,0.2422360248447205
24,66,geometric@0.10,linear@0.50,0.2167657178604942,0.43884892086330934
24,66,geometric@0.50,linear@0.50,0.88355795148248,0.8867924528301887
24,66,geometric@0.90,linear@0.50,0.15577342047930282,0.47058823529411764
24,66,min,linear@0.50,0.5167266426762628,0.6260162601626016
24,66,geometric@0.10,linear@0.90,-0.30748534393229277,0.0989010989010989
24,66,geometric@0.50,linear@0.90,-0.11316079702694982,0.21951219512195122
24,66,geometric@0.90,linear@0.90,0.2681930897935055,0.3698630136986301
24,66,min,linear@0.90,-0.11549528178326766,0.1834319526627219
24,66,geometric@0.50,geometric@0.10,0.17985611510791366,0.42857142857142855
24,66,geometric@0.90,geometric@0.10,-0.19988594240091248,0.19047619047619047
24,66,min,geometric@0.10,0.12352621077453291,0.3422818791946309
24,66,geometric@0.90,geometric@0.50,0.14228287316195917,0.4492753623188406
24,66,min,geometric@0.50,0.595638078396699,0.7094017094017094
24,66,min,geometric@0.90,0.0975909305621162,0.3698630136986301
25,67,linear@0.50,linear@0.10,0.00941094457999303,0.3157894736842105
25,67,linear@0.90,linear@0.10,-0.32519164684113144,0.02564102564102564
25,67,geometric@0.10,linear@0.10,0.7746625129802699,0.8518518518518519
25,67,geometric@0.50,linear@0.10,-0.01255589955280358,0.30718954248366015
25,67,geometric@0.90,linear@0.10,-0.34629847238542893,0.08108108108108109
25,67,min,linear@0.10,-0.056729531167158974,0.22699386503067484
25,67,linear@0.90,linear@0.50,-0.09636517328825021,0.1834319526627219
25,67,geometric@0.10,linear@0.50,0.07727190277525847,0.3422818791946309
25,67,geometric@0.50,linear@0.50,0.8633308439133682,0.9230769230769231
25,67,geometric@0.90,linear@0.50,0.07475622968580714,0.3986013986013986
25,67,min,linear@0.50,0.4004720692368214,0.6129032258064516
25,67,geometric@0.10,linear@0.90,-0.37915697676120236,0.03626943005181347
25,67,geometric@0.50,linear@0.90,-0.2057058470041784,0.16279069767441862
25,67,geometric@0.90,linear@0.90,0.1668247807199525,0.3157894736842105
25,67,min,linear@0.90,-0.22077238164301496,0.1111111111111111
25,67,geometric@0.50,geometric@0.10,0.05431767337807605,0.3333333333333333
25,67,geometric@0.90,geometric@0.10,-0.31127436099811795,0.0989010989010989
25,67,min,geometric@0.10,0.0059708621925005975,0.2578616352201258
25,67,geometric@0.90,geometric@0.50,0.03977326405290506,0.3698630136986301
25,67,min,geometric@0.50,0.48627450980392156,0.6666666666666666
25,67,min,geometric@0.90,-0.0148544266191325,0.2987012987012987
26,68,linear@0.50,linear@0.10,0.036467991169977926,0.32450331125827814
26,68,linear@0.90,linear@0.10,-0.30970531346000685,0.06382978723404255
26,68,geometric@0.10,linear@0.10,0.7307756463719766,0.8181818181818182
26,68,geometric@0.50,linear@0.10,0.006196417961123843,0.2987012987012987
26,68,geometric@0.90,linear@0.10,-0.3250809369643878,0.12359550561797752
26,68,min,linear@0.10,-0.04597439975763084,0.22699386503067484
26,68,linear@0.90,linear@0.50,-0.10713539853811348,0.17647058823529413
26,68,geometric@0.10,linear@0.50,0.13759479956663054,0.3986013986013986
26,68,geometric@0.50,linear@0.50,0.9021657953696789,0.9230769230769231
26,68,geometric@0.90,linear@0.50,0.062431325541903906,0.4084507042253521
26,68,min,linear@0.50,0.48582822959692357,0.680672268907563
26,68,geometric@0.10,linear@0.90,-0.3690788313902273,0.06951871657754011
26,68,geometric@0.50,linear@0.90,-0.1987877713219379,0.1695906432748538
26,68,geometric@0.90,linear@0.90,0.22624504992462055,0.35135135135135137
26,68,min,linear@0.90,-0.19610723908365596,0.14285714285714285
26,68,geometric@0.50,geometric@0.10,0.10325932923948984,0.3698630136986301
26,68,geometric@0.90,geometric@0.10,-0.29160853099461825,0.14942528735632185
26,68,min,geometric@0.10,0.04348554671135316,0.2903225806451613
26,68,geometric@0.90,geometric@0.50,0.03555599330247217,0.3986013986013986
26,68,min,geometric@0.50,0.5487414187643022,0.7391304347826086
26,68,min,geometric@0.90,0.010339198258661345,0.3422818791946309
27,69,linear@0.50,linear@0.10,0.03671328671328671,0.3888888888888889
27,69,linear@0.90,linear@0.10,-0.3395249352696161,0.0582010582010582
27,69,geometric@0.10,linear@0.10,0.7354963851172633,0.8691588785046729
27,69,geometric@0.50,linear@0.10,0.009578544061302681,0.3793103448275862
27,69,geometric@0.90,linear@0.10,-0.328739913097455,0.1111111111111111
27,69,min,linear@0.10,-0.08116936142413848,0.27388535031847133
27,69,linear@0.90,linear@0.50,-0.09905490224370538,0.19760479041916168
27,69,geometric@0.10,linear@0.50,0.14388489208633093,0.42857142857142855
27,69,geometric@0.50,linear@0.50,0.8437665314759303,0.8691588785046729
27,69,geometric@0.90,linear@0.50,0.07624521072796935,0.3793103448275862
27,69,min,linear@0.50,0.40368253968253964,0.5873015873015873
27,69,geometric@0.10,linear@0.90,-0.3727799291181677,0.0582010582010582
27,69,geometric@0.50,linear@0.90,-0.19381656112571857,0.17647058823529413
27,69,geometric@0.90,linear@0.90,0.22273677446752782,0.36054421768707484
27,69,min,linear@0.90,-0.19669181047662113,0.11731843575418995
27,69,geometric@0.50,geometric@0.10,0.12313627358982379,0.43884892086330934
27,69,geometric@0.90,geometric@0.10,-0.29099937926753566,0.1111111111111111
27,69,min,geometric@0.10,0.016865342163355408,0.32450331125827814
27,69,geometric@0.90,geometric@0.50,0.03658760801617945,0.35135135135135137
27,69,min,geometric@0.50,0.4922097276791762,0.639344262295082
27,69,min,geometric@0.90,0.0015318874465855036,0.26582278481012656
28,70,linear@0.50,linear@0.10,0.05470133258782965,0.36054421768707484
28,70,linear@0.90,linear@0.10,-0.35776614310645727,0.041666666666666664
28,70,geometric@0.10,linear@0.10,0.7841650502556868,0.8691588785046729
28,70,geometric@0.50,linear@0.10,0.02503174315254852,0.3422818791946309
28,70,geometric@0.90,linear@0.10,-0.3406593406593407,0.0989010989010989
28,70,min,linear@0.10,-0.0618977625347052,0.27388535031847133
28,70,linear@0.90,linear@0.50,-0.11959403165947133,0.22699386503067484
28,70,geometric@0.10,linear@0.50,0.1397462790929977,0.4084507042253521
28,70,geometric@0.50,linear@0.50,0.8635161347205079,0.8691588785046729
28,70,geometric@0.90,linear@0.50,0.04973899340096523,0.3986013986013986
28,70,min,linear@0.50,0.3871124031007752,0.5503875968992248
28,70,geometric@0.10,linear@0.90,-0.401266352173919,0.05263157894736842
28,70,geometric@0.50,linear@0.90,-0.2165979237834777,0.19760479041916168
28,70,geometric@0.90,linear@0.90,0.24944822339998607,0.3698630136986301
28,70,min,linear@0.90,-0.21785403166981535,0.11731843575418995
28,70,geometric@0.50,geometric@0.10,0.10664335664335664,0.3888888888888889
28,70,geometric@0.90,geometric@0.10,-0.3076391940242295,0.11731843575418995
28,70,min,geometric@0.10,0.00941094457999303,0.3157894736842105
28,70,geometric@0.90,geometric@0.50,0.013131790269248936,0.3698630136986301
28,70,min,geometric@0.50,0.46430023032109463,0.639344262295082
28,70,min,geometric@0.90,-0.035849056603773584,0.25
29,71,linear@0.50,linear@0.10,0.10314083080040526,0.41843971631205673
29,71,linear@0.90,linear@0.10,-0.2636421137369904,0.06951871657754011
29,71,geometric@0.10,linear@0.10,0.7688073394495412,0.8181818181818182
29,71,geometric@0.50,linear@0.10,0.09040055938467685,0.4084507042253521
29,71,geometric@0.90,linear@0.10,-0.2583680602231483,0.15606936416184972
29,71,min,linear@0.10,-0.013593586615545487,0.3157894736842105
29,71,linear@0.90,linear@0.50,-0.018619934282584887,0.20481927710843373
29,71,geometric@0.10,linear@0.50,0.18714596949891063,0.47058823529411764
29,71,geometric@0.50,linear@0.50,0.8945364553588426,0.941747572815534
29,71,geometric@0.90,linear@0.50,0.13894715812606132,0.4084507042253521
29,71,min,linear@0.50,0.45725511448313233,0.639344262295082
29,71,geometric@0.10,linear@0.90,-0.3293040647328126,0.08108108108108109
29,71,geometric@0.50,linear@0.90,-0.13184957523319155,0.19047619047619047
29,71,geometric@0.90,linear@0.90,0.19772706695929565,0.3157894736842105
29,71,min,linear@0.90,-0.11492942262801509,0.13636363636363635
29,71,geometric@0.50,geometric@0.10,0.17024474023185915,0.45985401459854014
29,71,geometric@0.90,geometric@0.10,-0.22464323007309434,0.17647058823529413
29,71,min,geometric@0.10,0.05153294194390085,0.36054421768707484
29,71,geometric@0.90,geometric@0.50,0.10955710955710955,0.3888888888888889
29,71,min,geometric@0.50,0.5277026064663154,0.680672268907563
29,71,min,geometric@0.90,0.10683164865806903,0.3157894736842105
30,72,linear@0.50,linear@0.10,0.01798527630230174,0.36054421768707484
30,72,linear@0.90,linear@0.10,-0.25614646904969485,0.07526881720430108
30,72,geometric@0.10,linear@0.10,0.79000819000819,0.8018018018018018
30,72,geometric@0.50,linear@0.10,-0.02021610317183688,0.3157894736842105
30,72,geometric@0.90,linear@0.10,-0.2920853858784893,0.14285714285714285
30,72,min,linear@0.10,-0.09456830764626666,0.21951219512195122
30,72,linear@0.90,linear@0.50,-0.0038236779453141912,0.19760479041916168
30,72,geometric@0.10,linear@0.50,0.07922998986828773,0.41843971631205673
30,72,geometric@0.50,linear@0.50,0.8589314053958739,0.8691588785046729
30,72,geometric@0.90,linear@0.50,0.16258992805755396,0.42857142857142855
30,72,min,linear@0.50,0.4408198975128108,0.5748031496062992
30,72,geometric@0.10,linear@0.90,-0.3426774318027606,0.07526881720430108
30,72,geometric@0.50,linear@0.90,-0.10781386148889442,0.1834319526627219
30,72,geometric@0.90,linear@0.90,0.2625008895800962,0.3333333333333333
30,72,min,linear@0.90,-0.1220657481569,0.12994350282485875
30,72,geometric@0.50,geometric@0.10,0.0322153991497402,0.3698630136986301
30,72,geometric@0.90,geometric@0.10,-0.2804297565619475,0.16279069767441862
30,72,min,geometric@0.10,-0.05280980407965815,0.26582278481012656
30,72,geometric@0.90,geometric@0.50,0.13738601823708205,0.41843971631205673
